User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
root,ASIA27ZCBQQGVIRL6KWU,2021-04-03T00:57:38Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,49.37.215.97,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",96d7d24e-70c7-43ea-9689-eb14604d9061,bfb4fd9d-67a1-4fd5-83af-c903ef885f89,false,AwsApiCall,755448775693,Management
root,ASIA27ZCBQQGVIRL6KWU,2021-04-03T00:57:38Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,49.37.215.97,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",49642282-4abe-4eaf-8ff0-c9f54bf9fb79,cfd83bb0-adeb-4e1d-895d-13bd43ae4bd9,false,AwsApiCall,755448775693,Management
root,ASIA27ZCBQQGVIRL6KWU,2021-04-03T00:57:05Z,iam.amazonaws.com,CreateGroup,us-east-1,49.37.215.97,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::755448775693:group/CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPA27ZCBQQG5ZSOAMCSH""}]",4d3fdce2-d618-45bb-9a34-8d66b037ca6d,895311d0-eb89-4f14-898b-148d062ef4f3,false,AwsApiCall,755448775693,Management
root,ASIA27ZCBQQGVIRL6KWU,2021-04-03T00:57:05Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,49.37.215.97,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",f990a9db-0a6c-4cbd-a35c-d5bb20c7d1ff,b9a47963-c26c-4c47-bd62-d8327d81b0b4,false,AwsApiCall,755448775693,Management
root,ASIA27ZCBQQGVIRL6KWU,2021-04-03T00:57:05Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,49.37.215.97,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrail_FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",f9fe8b7b-c208-4b5d-9275-ee50b84fa44c,e6abd12d-e95f-4f59-9b12-3ab7e61b67d5,false,AwsApiCall,755448775693,Management
root,ASIA27ZCBQQGVIRL6KWU,2021-04-03T00:53:13Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,49.37.215.97,console.amazonaws.com,,[],14533b92-8fff-472d-93c9-5f7287b12425,7e30f98e-5bda-4c87-966b-329caa9b3256,false,AwsApiCall,755448775693,Management
root,ASIA27ZCBQQGVIRL6KWU,2021-04-03T00:51:20Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,49.37.215.97,console.amazonaws.com,,[],551dbce4-01a2-41f4-938f-ffdf74c56b80,8b2a606f-6054-47d7-b6de-e4789e36c4f7,false,AwsApiCall,755448775693,Management
root,,2021-04-03T00:47:14Z,signin.amazonaws.com,ConsoleLogin,us-east-1,49.37.215.97,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",,[],,399361ce-bc63-47b8-aadb-dd2c114cc579,false,AwsConsoleSignIn,755448775693,Management
root,,2021-03-30T04:50:02Z,signin.amazonaws.com,ConsoleLogin,us-east-1,49.37.211.213,"Mozilla/5.0 (X11; CrOS x86_64 13505.112.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.152 Safari/537.36",,[],,61185b34-afe3-4385-934b-d4347189263d,false,AwsConsoleSignIn,755448775693,Management
root,,2021-03-24T03:06:54Z,signin.amazonaws.com,ConsoleLogin,us-east-1,49.37.211.213,"Mozilla/5.0 (X11; CrOS x86_64 13505.112.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.152 Safari/537.36",,[],,69fc396f-15be-4ccc-8a83-869159fa92b8,false,AwsConsoleSignIn,755448775693,Management
root,,2021-03-22T23:45:15Z,signin.amazonaws.com,ConsoleLogin,us-east-1,49.37.215.45,"Mozilla/5.0 (X11; CrOS x86_64 13505.112.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.152 Safari/537.36",,[],,31cbaa97-a7bc-431b-bf68-641ec346ab5d,false,AwsConsoleSignIn,755448775693,Management
root,,2021-03-22T00:55:36Z,signin.amazonaws.com,ConsoleLogin,us-east-1,49.37.211.49,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",,[],,8a552fad-8134-4aa0-a2e8-8e52e8d5ef8b,false,AwsConsoleSignIn,755448775693,Management
root,,2021-03-21T03:59:53Z,signin.amazonaws.com,ConsoleLogin,us-east-1,49.37.215.97,"Mozilla/5.0 (X11; CrOS x86_64 13505.112.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.152 Safari/537.36",,[],,b6c4a494-2e4d-487f-b597-fdd79153f8e0,false,AwsConsoleSignIn,755448775693,Management
root,,2021-03-20T17:36:27Z,signin.amazonaws.com,ConsoleLogin,us-east-1,49.37.209.3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",,[],,e227fb84-d4f2-4e09-8de4-e60e46fb1798,false,AwsConsoleSignIn,755448775693,Management
root,ASIA27ZCBQQGZIZFQWOJ,2021-03-20T05:55:02Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,49.37.209.3,aws-internal/3 aws-sdk-java/1.11.848 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.202-b08 java/1.8.0_202 vendor/Oracle_Corporation,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/service-role/AmazonRDSEnhancedMonitoringRole""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""rds-monitoring-role""}]",00212ab0-3fc4-422d-bb3e-fab85049dc2f,db2699ef-42db-48b3-b823-3ec1b32608f5,false,AwsApiCall,755448775693,Management
root,ASIA27ZCBQQGZIZFQWOJ,2021-03-20T05:55:01Z,iam.amazonaws.com,CreateRole,us-east-1,49.37.209.3,aws-internal/3 aws-sdk-java/1.11.848 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.202-b08 java/1.8.0_202 vendor/Oracle_Corporation,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AROA27ZCBQQGZHFHUC5M2""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::755448775693:role/rds-monitoring-role""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""rds-monitoring-role""}]",99435f37-8285-440c-8e9b-530c5ff21e34,3caaf4b8-b48a-4711-b4df-6031ad2e5c03,false,AwsApiCall,755448775693,Management
root,ASIA27ZCBQQGTQEH24P5,2021-03-20T05:34:55Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,49.37.209.3,aws-internal/3 aws-sdk-java/1.11.970 Linux/5.4.95-47.164.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/service-role/AmazonDMSVPCManagementRole""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""dms-vpc-role""}]",532e92a4-08e0-410c-a130-4e46bdbf490a,e400559f-44ab-467e-9998-c918e200975a,false,AwsApiCall,755448775693,Management
root,ASIA27ZCBQQGTQEH24P5,2021-03-20T05:34:54Z,iam.amazonaws.com,CreateRole,us-east-1,49.37.209.3,aws-internal/3 aws-sdk-java/1.11.970 Linux/5.4.95-47.164.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""dms-vpc-role""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AROA27ZCBQQGXB4C3RNNO""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::755448775693:role/dms-vpc-role""}]",0741814b-fe1c-4c81-b7e6-7eebd6e8a899,da6d5788-e09d-4ea1-a407-ae07fb7e95e9,false,AwsApiCall,755448775693,Management
root,,2021-03-20T05:17:03Z,signin.amazonaws.com,ConsoleLogin,us-east-1,49.37.209.3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",,[],,ed9f3260-164c-4c39-945d-d570bc29f29f,false,AwsConsoleSignIn,755448775693,Management
root,,2021-03-20T03:57:36Z,signin.amazonaws.com,ConsoleLogin,us-east-1,49.37.209.3,"Mozilla/5.0 (X11; CrOS x86_64 13505.112.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.152 Safari/537.36",,[],,fc0dab77-5934-4b3f-9a41-10ee55f95b3f,false,AwsConsoleSignIn,755448775693,Management
root,,2021-03-15T03:52:37Z,signin.amazonaws.com,ConsoleLogin,us-east-1,49.37.211.13,"Mozilla/5.0 (X11; CrOS x86_64 13505.112.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.152 Safari/537.36",,[],,b5514516-ac65-4115-8d89-a4d4678548c1,false,AwsConsoleSignIn,755448775693,Management
root,,2021-03-11T00:34:44Z,signin.amazonaws.com,ConsoleLogin,us-east-1,49.37.213.103,"Mozilla/5.0 (X11; CrOS x86_64 13505.112.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.152 Safari/537.36",,[],,7f8aa47d-8d7f-4e6b-858e-1826c389f0ea,false,AwsConsoleSignIn,755448775693,Management
root,,2021-03-10T00:11:24Z,signin.amazonaws.com,ConsoleLogin,us-east-1,49.37.209.175,"Mozilla/5.0 (X11; CrOS x86_64 13505.112.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.152 Safari/537.36",,[],,420e50a1-f16d-4c4e-aa37-8b516585a962,false,AwsConsoleSignIn,755448775693,Management
root,,2021-03-09T05:11:10Z,signin.amazonaws.com,ConsoleLogin,us-east-1,49.37.211.169,"Mozilla/5.0 (X11; CrOS x86_64 13505.112.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.152 Safari/537.36",,[],,ffbf2f03-6036-4b99-8a3a-dd67608928bf,false,AwsConsoleSignIn,755448775693,Management
root,ASIA27ZCBQQGX4XXLSLQ,2021-03-08T04:40:49Z,iam.amazonaws.com,CreatePolicy,us-east-1,49.37.211.249,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::755448775693:policy/Udacity-temp""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""ANPA27ZCBQQG22WD7RW46""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""Udacity-temp""}]",87e16c1d-c06d-4c5f-be7c-9904a7401280,fa027fd7-aa6e-422b-bc65-793cd5bd4f83,false,AwsApiCall,755448775693,Management
root,ASIAIKZYU7NK3GFACR3A,2021-03-08T03:18:43Z,iam.amazonaws.com,DetachRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonEKSVPCResourceController""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-cluster-ServiceRole-1NIHAM1VTA8RL""}]",08ca04fa-14e3-4e40-aade-a9d54db99c91,44a69ad3-9643-40b9-8927-a55ff6366312,false,AwsApiCall,755448775693,Management
root,ASIAIKZYU7NK3GFACR3A,2021-03-08T03:18:43Z,iam.amazonaws.com,DeleteRole,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-cluster-ServiceRole-1NIHAM1VTA8RL""}]",dd9cc9da-8b39-441b-873e-a5d1cf69a049,5ce6dd82-6ce3-48ee-977e-88957440bd75,false,AwsApiCall,755448775693,Management
root,ASIAIKZYU7NK3GFACR3A,2021-03-08T03:18:43Z,iam.amazonaws.com,DetachRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonEKSClusterPolicy""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-cluster-ServiceRole-1NIHAM1VTA8RL""}]",6bf891f2-898f-4c8c-b97e-f759c2a3a35c,b6e22465-6041-4564-96d8-93652d5c59d4,false,AwsApiCall,755448775693,Management
root,ASIAIKZYU7NK3GFACR3A,2021-03-08T03:17:40Z,iam.amazonaws.com,DeleteRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""eksctl-capstone-cluster-PolicyELBPermissions""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-cluster-ServiceRole-1NIHAM1VTA8RL""}]",27ffc25e-ab11-40da-a3e5-cc98bfb59015,2861bdd9-b9d6-4eb6-91eb-bd8a37ef97e2,false,AwsApiCall,755448775693,Management
root,ASIAIKZYU7NK3GFACR3A,2021-03-08T03:17:40Z,iam.amazonaws.com,DeleteRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""eksctl-capstone-cluster-PolicyCloudWatchMetrics""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-cluster-ServiceRole-1NIHAM1VTA8RL""}]",4203254f-87ea-4432-befa-5eb50680daaf,30f981ac-4129-427e-9968-25d03df95569,false,AwsApiCall,755448775693,Management
root,ASIAI4T3UUX3XZ7YDYJA,2021-03-08T03:17:28Z,iam.amazonaws.com,DetachRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonEKS_CNI_Policy""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-linux-n-NodeInstanceRole-ZWXWVX45X14Z""}]",ac3de8c8-3118-465d-95fc-6da02b403a5c,035a546a-6567-4471-a753-b7b8576f6c68,false,AwsApiCall,755448775693,Management
root,ASIAI4T3UUX3XZ7YDYJA,2021-03-08T03:17:28Z,iam.amazonaws.com,DetachRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonEKSWorkerNodePolicy""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-linux-n-NodeInstanceRole-ZWXWVX45X14Z""}]",6c485a08-5acc-40c4-9686-7cadf16eb1fc,503e7442-0df2-46f9-bee4-c065b7d94d58,false,AwsApiCall,755448775693,Management
root,ASIAI4T3UUX3XZ7YDYJA,2021-03-08T03:17:28Z,iam.amazonaws.com,DeleteRole,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-linux-n-NodeInstanceRole-ZWXWVX45X14Z""}]",81b85997-69f0-4685-92b7-d948dbe76084,8cf7a6da-5251-4f43-b88a-252d9c189579,false,AwsApiCall,755448775693,Management
root,ASIAI4T3UUX3XZ7YDYJA,2021-03-08T03:17:28Z,iam.amazonaws.com,DetachRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonEC2ContainerRegistryReadOnly""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-linux-n-NodeInstanceRole-ZWXWVX45X14Z""}]",35c0f91b-f51b-4034-833a-d71e9beb17fe,bb55ed4e-8a9f-4f0d-a29c-1008599361e1,false,AwsApiCall,755448775693,Management
EKS,ASIA27ZCBQQG3YFDG7NR,2021-03-08T03:17:17Z,iam.amazonaws.com,RemoveRoleFromInstanceProfile,us-east-1,eks-nodegroup.amazonaws.com,eks-nodegroup.amazonaws.com,,"[{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""eks-8abc06b0-5cc5-a8bc-5614-06ed700f66d7""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-linux-n-NodeInstanceRole-ZWXWVX45X14Z""}]",1412c0dd-0373-4be0-900d-c097f0a54b13,168092b2-d261-484f-8c29-67a16deada8d,false,AwsApiCall,755448775693,Management
EKS,ASIA27ZCBQQG3YFDG7NR,2021-03-08T03:17:17Z,iam.amazonaws.com,DeleteInstanceProfile,us-east-1,eks-nodegroup.amazonaws.com,eks-nodegroup.amazonaws.com,,"[{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""eks-8abc06b0-5cc5-a8bc-5614-06ed700f66d7""}]",6b3ba888-04ef-467c-80d7-9eb343b183b8,84d025b7-3ddf-49da-a9f1-a53b6dd4de23,false,AwsApiCall,755448775693,Management
root,,2021-03-08T03:15:54Z,signin.amazonaws.com,ConsoleLogin,us-east-1,49.37.211.249,"Mozilla/5.0 (X11; CrOS x86_64 13505.112.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.152 Safari/537.36",,[],,d19356e0-305c-4ead-a0b0-7cad94325c1d,false,AwsConsoleSignIn,755448775693,Management
EKS,ASIA27ZCBQQG7AUSZOGP,2021-03-07T15:49:11Z,iam.amazonaws.com,AddRoleToInstanceProfile,us-east-1,eks-nodegroup.amazonaws.com,eks-nodegroup.amazonaws.com,,"[{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""eks-8abc06b0-5cc5-a8bc-5614-06ed700f66d7""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-linux-n-NodeInstanceRole-ZWXWVX45X14Z""}]",a0c25f18-bc38-4f4b-83a5-aa112c8f0ed6,0c66227b-53b6-45a4-8ade-fce24d5439c8,false,AwsApiCall,755448775693,Management
EKS,ASIA27ZCBQQG7AUSZOGP,2021-03-07T15:49:11Z,iam.amazonaws.com,CreateInstanceProfile,us-east-1,eks-nodegroup.amazonaws.com,eks-nodegroup.amazonaws.com,,"[{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""AIPA27ZCBQQG34BBZJJ2S""},{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""eks-8abc06b0-5cc5-a8bc-5614-06ed700f66d7""},{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""arn:aws:iam::755448775693:instance-profile/eks-8abc06b0-5cc5-a8bc-5614-06ed700f66d7""}]",d7457651-7b6e-4344-8a6e-c7eca00a4a89,f97622a0-7490-445b-b79a-084d557efe70,false,AwsApiCall,755448775693,Management
root,ASIAJSZQCKPB77NIDIRA,2021-03-07T15:48:47Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonEKSWorkerNodePolicy""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-linux-n-NodeInstanceRole-ZWXWVX45X14Z""}]",7988cf3d-b0c5-41c9-86ba-ba52420f543b,07add49b-3e17-4f40-a4a0-9a9fbbbccc0e,false,AwsApiCall,755448775693,Management
root,ASIAJSZQCKPB77NIDIRA,2021-03-07T15:48:47Z,iam.amazonaws.com,CreateRole,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-linux-n-NodeInstanceRole-ZWXWVX45X14Z""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AROA27ZCBQQG5JREJMXZY""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::755448775693:role/eksctl-capstone-nodegroup-linux-n-NodeInstanceRole-ZWXWVX45X14Z""}]",5418a6b5-4362-4c1b-beec-e9bbb07f57c8,3132646e-cb86-461b-b9b9-27968e38cb81,false,AwsApiCall,755448775693,Management
root,ASIAJSZQCKPB77NIDIRA,2021-03-07T15:48:47Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonEKS_CNI_Policy""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-linux-n-NodeInstanceRole-ZWXWVX45X14Z""}]",cf516d0f-300f-41ff-a657-b7d4d7e55f82,793f845b-2afe-4924-9fd8-3cb3f731ed02,false,AwsApiCall,755448775693,Management
root,ASIAJSZQCKPB77NIDIRA,2021-03-07T15:48:47Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonEC2ContainerRegistryReadOnly""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-nodegroup-linux-n-NodeInstanceRole-ZWXWVX45X14Z""}]",c35df465-22fd-4376-b6ce-ec972c6a8f8c,b7b4979a-53b6-4f34-86a5-05417353a1e6,false,AwsApiCall,755448775693,Management
root,ASIAI5DUJP4T4WUX57RQ,2021-03-07T15:36:57Z,iam.amazonaws.com,PutRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""eksctl-capstone-cluster-PolicyCloudWatchMetrics""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""eksctl-capstone-cluster-ServiceRole-1NIHAM1VTA8RL""}]",bda22804-e033-4368-b236-68caddc957c6,bcff6b10-af0e-4d41-8bb2-8de8e8319e63,false,AwsApiCall,755448775693,Management
